目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
0175,2 ,66.69,64.26,70.30,66.66,60.34,66.66,71.04,66.66,2,28,2,3,5,6,1,1987,4,10,2,5,27.000,10,13,20,0,0
0176,2 ,99.04,99.03,99.03,93.03,96.90,99.99,99.99,99.98,2,16,2,14,3,5,1,1985,6,9,6,8,24.000,13,9,20,20,0
0177,2 ,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,1,20,1,8,5,6,1,1990,6,8,7,9,25.000,9,16,0,0,1
0178,2 ,92.79,89.12,85.17,93.46,99.98,94.70,99.99,99.98,2,28,1,10,5,6,1,1985,6,12,4,3,28.000,15,9,20,25,0
0179,2 ,91.49,94.60,92.67,92.14,96.96,94.70,93.46,88.87,2,34,1,8,5,6,1,1986,4,10,4,7,24.000,11,9,0,35,0
0180,2 ,75.78,77.80,77.81,77.77,77.76,69.41,75.48,77.76,2,30,1,10,1,1,#NULL!,1990,6,8,7,9,20.000,10,15,10,5,0
0181,2 ,73.15,90.94,81.56,92.56,79.54,83.60,82.21,81.09,1,8,2,5,3,5,1,1987,5,9,4,4,26.000,10,11,18,25,0
0182,2 ,75.24,76.54,81.56,77.77,74.69,77.77,77.77,81.87,2,37,1,7,3,5,1,1983,5,14,5,4,23.000,11,18,15,0,0
0183,2 ,66.15,69.53,74.05,66.66,63.47,63.59,64.51,71.11,2,32,1,8,3,5,1,1988,5,10,4,4,23.000,12,15,20,0,0
0184,2 ,81.69,80.05,81.56,81.03,83.85,83.60,82.35,70.33,2,8,2,6,3,5,1,1990,6,6,7,9,30.000,22,10,30,20,0
0185,2 ,80.07,83.96,74.20,85.61,75.76,79.99,80.10,78.19,2,39,1,8,4,6,2,1980,6,16,5,4,24.000,18,20,20,15,0
0186,2 ,73.06,53.83,55.58,62.97,64.88,58.30,66.67,51.44,2,32,1,2,2,3,#NULL!,1988,5,7,3,4,20.000,9,7,20,25,0
0187,2 ,87.07,85.63,81.56,88.88,77.70,83.60,84.49,85.54,2,28,2,6,3,2,#NULL!,1982,5,16,4,3,27.000,10,7,15,40,0
0188,2 ,88.38,85.63,77.81,88.40,72.91,75.56,77.90,74.44,1,9,1,3,3,5,1,1990,8,5,2,4,21.000,10,16,25,5,0
0189,2 ,75.78,76.54,77.81,85.19,74.69,77.77,77.77,77.76,2,39,1,15,3,5,1,1981,4,16,6,4,22.000,16,15,15,5,0
0190,2 ,80.77,71.24,63.08,73.61,69.73,69.74,71.10,74.44,2,27,1,5,5,5,1,1993,5,5,4,2,25.000,15,20,0,0,0
0191,2 ,77.81,77.80,77.81,77.77,77.76,77.77,75.68,70.33,2,28,1,5,2,3,#NULL!,1992,6,5,3,7,28.000,16,20,0,0,0
0192,2 ,73.53,80.60,74.20,78.19,77.60,78.31,77.58,77.76,1,10,1,11,3,5,1,1986,6,10,6,2,22.000,12,15,20,10,0
0193,2 ,75.96,75.78,70.44,74.08,72.75,72.49,71.24,70.33,1,15,4,3,5,6,1,1989,5,5,4,4,20.000,10,15,0,0,0
0194,2 ,84.50,82.63,77.81,85.61,84.02,77.77,77.77,77.76,2,10,2,5,3,5,1,1980,5,15,6,5,25.000,9,6,30,25,0
0195,2 ,71.30,67.55,66.54,66.66,75.99,66.34,71.04,70.76,2,32,2,10,3,5,1,1987,6,9,5,6,21.000,15,16,30,0,0
0196,2 ,77.81,72.12,66.69,71.24,75.99,75.03,73.38,77.76,2,35,1,7,3,5,1,1983,5,15,5,4,23.000,12,20,15,0,0
0197,2 ,79.66,81.94,81.56,84.72,80.84,85.81,86.59,81.44,2,35,1,1,3,5,1,1984,5,11,1,4,22.000,18,9,0,0,0
0198,2 ,70.38,74.52,70.44,70.34,77.76,77.77,77.77,77.76,2,20,2,7,4,6,1,1987,6,9,4,2,30.000,20,25,15,0,0
0199,2 ,67.08,66.69,62.94,74.08,59.10,66.66,66.67,66.66,2,35,1,1,3,5,1,1984,5,14,3,2,30.000,13,10,0,0,0
0200,2 ,65.77,75.37,70.44,70.34,77.76,69.74,73.20,77.76,1,15,1,7,3,5,3,1986,6,10,4,3,34.000,18,31,16,0,0
0201,2 ,83.52,86.89,81.56,88.88,85.63,86.14,79.87,84.77,2,29,2,7,3,2,#NULL!,1981,5,17,4,7,36.000,14,7,15,35,0
0202,2 ,85.37,85.63,77.81,85.61,83.85,83.06,79.87,85.54,2,27,2,5,3,2,#NULL!,1993,6,5,4,7,32.000,13,8,15,35,0
0203,2 ,88.92,88.92,88.92,85.61,88.87,88.88,88.88,88.87,2,51,4,12,5,6,1,1969,6,27,4,2,32.000,12,12,0,30,0
0204,2 ,87.07,88.92,62.79,87.98,76.46,83.60,77.77,78.11,2,29,2,7,3,2,#NULL!,1981,6,16,4,2,30.000,11,8,15,30,0
0205,2 ,80.08,95.61,85.02,96.72,93.89,97.25,93.26,89.22,2,30,1,6,5,6,1,1990,6,8,4,3,30.000,7,15,0,25,0
0206,2 ,72.82,73.50,59.33,74.08,58.56,72.49,62.09,66.23,1,18,2,10,5,6,1,1980,5,17,6,2,32.000,19,13,15,20,0
0207,2 ,80.64,83.52,81.41,76.87,82.61,77.45,79.88,76.99,2,20,3,6,3,5,1,1982,5,14,2,7,35.000,12,22,20,5,0
0208,2 ,93.34,79.25,92.67,92.56,85.96,93.84,82.21,96.30,2,10,2,8,3,5,1,1988,6,8,3,4,31.000,9,11,20,20,0
0209,2 ,79.72,85.91,81.56,92.56,87.09,94.17,86.79,82.22,2,32,1,13,3,5,1,1982,5,14,1,2,33.000,14,12,21,20,0
0210,2 ,89.11,82.63,88.92,81.45,80.84,80.52,82.16,77.34,2,30,1,7,5,6,1,1990,6,6,4,2,30.000,12,10,0,13,1
0211,2 ,82.80,79.51,77.81,77.77,76.15,74.70,73.14,81.09,1,9,2,10,3,5,1,1990,6,6,5,8,30.000,16,12,35,10,0
0212,2 ,76.70,85.11,77.81,77.77,77.76,77.77,77.77,77.76,2,30,2,3,3,2,#NULL!,1990,4,7,6,5,30.000,18,25,0,0,0
0213,2 ,70.99,73.25,55.58,74.50,71.20,72.49,73.34,74.44,2,20,1,10,4,5,2,1982,8,14,5,4,43.000,21,28,0,23,0
0214,2 ,77.81,77.80,81.41,77.77,77.76,77.77,82.15,77.76,1,15,1,12,3,5,1,1986,8,10,3,3,40.000,30,25,22,0,0
0215,2 ,80.77,82.26,81.56,85.19,84.02,77.77,82.15,78.19,2,40,1,13,3,5,1,1980,5,17,7,9,60.000,55,40,0,0,1
0216,2 ,77.81,76.54,77.81,77.77,77.76,77.77,71.04,77.76,2,25,1,4,3,2,#NULL!,1995,8,3,5,4,40.000,30,35,0,0,0
0217,2 ,83.52,85.63,81.56,81.45,85.79,86.14,84.49,84.77,2,35,1,15,4,5,2,1985,5,15,2,2,40.000,25,25,0,0,1
0218,2 ,85.04,81.09,81.56,81.03,85.79,80.52,84.49,77.76,2,31,2,8,6,6,2,1989,6,8,4,2,40.000,13,18,0,30,0
0219,2 ,84.50,82.26,81.56,81.03,83.85,86.14,80.07,81.09,2,35,1,10,4,5,2,1985,6,13,4,7,48.000,18,21,0,30,0
0220,2 ,76.16,79.83,66.69,74.50,72.91,69.41,80.07,69.98,1,4,1,7,3,5,1,1987,6,10,3,2,45.000,8,40,0,0,0
0221,2 ,80.77,77.80,74.05,77.77,77.76,77.77,77.77,77.76,2,10,2,8,3,2,#NULL!,1988,5,8,7,9,60.000,55,50,10,10,0
0222,2 ,72.10,72.27,66.69,74.08,69.67,75.03,64.39,70.76,2,40,2,16,5,6,1,1980,4,17,6,2,40.000,30,25,45,0,0
0223,2 ,88.92,91.35,88.92,93.03,88.87,94.70,88.88,88.87,1,35,2,8,3,5,1,1985,5,11,2,3,10.000,5,4,0,300,0
0224,2 ,83.21,84.50,81.56,84.72,84.02,83.06,82.16,85.54,2,30,1,8,4,6,2,1990,5,8,6,2,36.000,25,25,0,0,0
0225,2 ,81.16,81.36,81.41,85.19,80.84,79.99,84.49,77.34,2,31,2,7,4,5,2,1989,5,8,4,4,12.000,7,10,0,0,0
0226,2 ,77.81,77.80,81.56,77.77,80.84,77.77,84.44,77.76,2,35,1,3,3,5,1,1985,5,12,4,4,13.000,9,7,0,0,0
0227,2 ,85.55,84.65,85.31,85.19,77.54,83.60,84.49,82.22,2,30,1,5,4,4,#NULL!,1990,6,7,5,4,13.000,14,12,0,0,0
0228,2 ,77.27,70.96,70.44,81.03,63.41,77.77,68.96,67.01,2,35,1,7,4,5,2,1985,4,12,3,2,30.000,20,20,0,0,0
0229,2 ,85.78,83.89,81.56,81.45,80.78,83.60,77.77,81.44,1,15,1,4,5,6,1,1990,5,7,5,7,14.000,14,12,0,0,0
0230,2 ,81.69,77.80,81.56,81.03,85.63,86.14,80.05,88.87,2,33,1,8,6,6,2,1987,6,9,5,3,30.000,18,12,0,0,1
0231,2 ,86.38,89.10,85.31,86.09,86.93,89.21,84.44,84.42,2,37,2,9,4,5,2,1982,5,14,5,4,17.000,13,14,20,6,0
0232,2 ,84.86,75.99,85.17,85.19,87.09,88.88,84.69,84.77,2,33,2,12,3,5,1,1987,6,10,2,1,18.000,8,10,20,5,0
0233,2 ,83.93,77.80,77.81,81.03,82.61,83.06,84.49,77.76,2,33,1,8,5,6,1,1987,6,9,5,2,16.000,17,11,0,0,0
0234,2 ,83.01,86.89,77.81,85.19,85.63,86.14,82.16,84.77,1,10,2,5,1,1,#NULL!,1992,6,6,6,5,15.000,8,10,13,10,0
0235,2 ,79.84,74.52,81.56,74.50,69.67,75.03,80.05,81.87,2,20,3,5,3,5,1,1984,5,11,3,2,18.000,11,9,30,8,0
0236,2 ,79.78,77.44,85.17,77.77,74.69,77.77,88.88,85.54,2,32,1,6,3,5,1,1988,6,9,4,7,18.000,10,15,12,0,0
0237,2 ,63.92,62.46,62.94,74.50,55.55,52.81,64.37,70.76,2,35,1,3,4,5,2,1986,6,11,4,8,18.000,10,15,0,0,0
0238,2 ,77.48,77.95,74.05,85.19,74.58,75.56,82.16,85.54,1,12,2,8,3,5,1,1986,5,11,5,2,18.000,14,12,10,8,0
0239,2 ,73.93,74.52,70.44,74.50,69.90,74.70,71.24,73.66,1,8,1,10,3,5,1,1980,5,17,4,1,18.000,13,12,0,0,0
0240,2 ,88.92,88.92,88.92,88.88,88.87,88.88,93.27,96.30,2,33,1,8,3,5,1,1986,8,7,3,3,24.000,15,9,40,0,0
0241,2 ,82.82,81.09,85.17,81.93,80.84,83.60,82.35,81.87,2,5,1,7,3,5,1,1984,5,12,2,2,20.000,12,10,30,5,0
0242,2 ,84.32,79.83,81.56,81.93,87.09,83.06,80.07,81.44,2,32,1,7,5,6,1,1988,6,8,3,9,28.000,17,11,0,0,1
0243,2 ,81.36,83.48,81.56,77.77,85.85,86.14,79.87,81.09,2,30,1,5,5,6,1,1990,6,7,6,2,27.000,15,12,0,0,0
0244,2 ,62.40,69.49,62.94,74.08,65.04,63.59,64.19,62.55,2,40,1,5,3,1,1,1980,6,17,5,4,25.000,7,15,20,5,0
0245,2 ,80.77,86.89,74.05,77.35,77.93,77.45,77.79,73.66,2,30,1,3,3,5,1,1990,6,6,3,4,25.000,16,20,18,6,0
0246,2 ,85.04,85.63,81.56,92.14,88.71,86.14,84.31,84.77,2,35,1,10,4,6,2,1985,5,13,3,2,25.000,10,20,0,0,1
0247,2 ,82.10,82.22,81.56,81.93,80.84,80.52,82.35,84.77,2,10,1,12,3,5,1,1986,6,12,4,3,24.000,17,18,0,0,0
0248,2 ,85.04,81.97,81.56,85.19,85.79,86.14,82.21,81.09,2,30,1,8,4,3,2,1990,5,8,5,2,22.000,9,17,0,0,1
0249,2 ,75.78,69.12,74.20,71.24,68.37,66.34,66.86,71.11,2,31,2,8,3,5,1,1988,6,9,4,3,24.000,13,8,20,33,0
0250,2 ,75.03,74.99,59.18,81.93,68.43,69.95,62.03,70.33,2,20,2,2,3,5,1,1990,6,6,4,4,23.000,9,10,15,25,0
0251,2 ,65.77,72.41,74.05,66.66,77.76,69.21,66.67,73.66,1,10,2,5,5,6,1,1984,6,12,4,7,20.000,12,5,20,30,0
0252,2 ,69.65,72.98,70.44,74.50,84.08,77.77,77.77,81.09,2,20,2,8,5,6,1,1988,6,9,4,5,21.000,9,10,0,20,0
0253,2 ,70.25,76.54,70.44,73.61,68.06,74.70,71.06,77.34,1,10,1,3,3,2,#NULL!,1991,6,5,5,2,20.000,6,8,0,35,0
0254,2 ,64.66,67.45,70.30,74.50,66.65,66.66,77.77,66.66,2,45,1,15,3,5,1,1974,5,25,3,6,20.000,8,10,20,0,0
0255,2 ,84.65,69.40,85.02,81.93,76.46,88.55,71.04,74.79,2,12,2,9,5,6,1,1983,5,12,4,3,25.000,15,7,30,20,0
0256,2 ,81.69,77.80,77.81,77.77,74.69,74.70,73.34,77.76,2,10,2,5,3,5,1,1980,5,15,4,3,25.000,9,7,30,25,0
0257,2 ,75.24,76.54,70.44,77.77,77.76,75.03,82.16,81.44,2,34,1,5,3,5,1,1986,4,11,6,4,20.000,15,15,15,0,0
0258,2 ,81.69,83.24,77.81,74.50,72.91,72.49,73.34,73.66,2,32,1,8,3,5,1,1988,5,10,4,7,23.000,13,15,20,0,0
0259,2 ,65.23,61.87,70.44,74.50,64.88,69.41,68.76,70.76,2,9,2,5,3,5,1,1989,8,5,3,7,20.000,8,6,20,33,0
0260,2 ,71.30,79.07,77.81,81.93,77.76,88.88,79.87,77.76,2,15,2,5,5,6,1,1988,6,9,3,4,20.000,12,8,30,15,0
0261,2 ,67.80,66.69,63.08,70.82,66.65,66.66,71.10,66.66,2,40,4,20,3,5,1,1980,5,20,5,2,20.000,15,12,10,10,0
0262,2 ,73.93,66.69,59.33,70.34,71.67,69.41,75.48,65.88,1,30,1,1,3,5,1,1990,6,5,5,8,24.000,14,7,20,30,0
0263,2 ,73.71,59.06,29.59,67.08,53.54,50.26,66.67,44.43,1,3,2,6,2,3,#NULL!,1992,6,5,4,8,30.000,8,20,30,10,0
0264,2 ,78.73,74.80,85.17,85.19,75.99,75.03,79.86,74.09,2,30,1,10,5,6,1,1988,5,8,4,2,30.000,20,22,30,10,0
0265,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,32,1,10,1,1,#NULL!,1988,6,10,6,3,30.000,25,26,25,5,0
0266,2 ,83.93,85.63,85.17,84.72,88.87,83.60,82.16,84.77,2,32,1,12,5,6,2,1988,6,10,3,3,33.000,21,17,0,0,1
0267,2 ,80.62,80.23,70.44,77.77,74.69,85.81,77.77,81.44,2,10,1,15,3,5,1,1985,5,12,5,3,35.000,15,20,0,0,0
0268,2 ,84.67,85.63,81.56,85.61,84.02,88.88,82.15,85.54,2,10,2,5,3,2,#NULL!,1988,5,9,8,10,30.000,20,26,10,10,0
0269,2 ,80.77,88.92,77.81,88.88,79.37,88.88,75.42,85.54,2,29,1,3,2,3,#NULL!,1991,6,7,5,2,36.000,20,15,37,8,0
0270,2 ,67.05,72.37,66.69,69.92,72.75,72.49,73.20,73.66,1,6,3,9,2,3,#NULL!,1990,4,10,4,2,30.000,18,24,0,0,0
0271,2 ,82.41,82.07,81.56,81.03,85.85,83.60,84.49,81.87,1,10,1,2,3,5,1,1980,5,15,9,11,30.000,25,26,0,0,1
0272,2 ,83.52,82.07,77.81,77.77,81.00,80.52,82.16,81.87,2,27,2,3,4,4,#NULL!,1993,6,2,3,4,35.000,13,15,0,0,0
0273,2 ,63.38,66.32,59.18,52.28,61.64,61.38,62.28,55.55,1,30,1,7,3,5,1,1981,3,17,5,2,30.000,22,22,50,10,0
0274,2 ,77.81,58.06,62.79,62.50,58.95,67.20,71.03,59.65,2,2,2,2,3,2,#NULL!,1996,5,1,1,5,30.000,7,10,40,8,0
0275,2 ,76.70,84.46,77.81,77.35,74.52,69.41,77.77,81.09,2,39,1,10,3,5,1,1981,5,16,4,4,39.000,21,35,18,0,0
0276,2 ,91.01,71.14,81.56,78.24,80.84,80.52,93.14,81.09,1,20,2,10,2,3,#NULL!,1987,5,10,7,9,60.000,48,50,10,10,0
0277,2 ,81.18,84.50,81.56,84.72,83.85,80.85,82.21,85.54,2,6,2,8,3,2,#NULL!,1989,5,6,7,9,50.000,40,30,10,10,0
0278,2 ,77.07,95.61,74.05,92.56,82.55,94.70,84.24,88.52,1,13,3,6,3,5,1,1988,6,10,6,6,40.000,15,25,30,0,0
0279,2 ,76.76,72.01,74.05,77.35,72.75,75.03,71.06,73.66,1,8,1,8,2,3,#NULL!,1987,6,9,5,2,40.000,20,30,15,0,0
0280,2 ,73.93,74.52,70.44,77.77,71.51,72.49,71.24,74.44,1,5,1,5,5,6,1,1990,5,5,4,5,40.000,35,20,0,0,0
0281,2 ,73.93,74.52,70.44,77.77,71.45,75.03,73.20,73.66,1,10,1,10,3,5,1,1980,5,15,7,9,70.000,65,50,0,0,0
0282,2 ,72.28,73.54,62.94,74.50,66.65,69.41,68.95,73.66,2,15,1,5,3,5,1,1986,6,8,1,2,58.000,23,24,20,0,0
0283,2 ,85.37,88.16,81.56,88.88,88.87,83.60,88.88,85.54,2,28,2,7,3,5,1,1992,6,5,4,6,41.000,20,18,0,25,0
0284,2 ,67.94,50.54,51.82,52.28,49.45,49.73,55.56,51.44,1,14,3,2,3,5,1,1991,5,5,7,9,35.000,30,30,0,0,0
0285,2 ,77.62,72.77,74.20,77.77,77.29,77.77,77.77,81.87,2,25,1,5,3,2,#NULL!,1995,6,3,4,8,11.000,10,23,16,0,0
0286,2 ,81.69,86.39,88.92,81.93,85.63,83.60,82.35,85.54,2,20,1,12,4,1,1,1984,5,15,3,3,10.000,5,7,10,0,0
0287,2 ,92.60,95.61,96.28,93.03,96.74,97.25,95.42,95.88,2,38,2,15,3,5,1,1982,6,16,4,6,12.000,5,5,15,20,0
0288,2 ,72.41,76.54,74.05,77.77,74.69,75.03,75.68,67.43,1,25,1,3,3,2,#NULL!,1992,5,3,1,4,14.000,5,13,10,10,0
0289,2 ,75.78,80.23,77.81,77.77,72.91,77.77,80.05,73.66,2,15,2,10,3,5,1,1982,5,15,4,6,13.000,8,10,12,10,0
0290,2 ,78.35,81.05,74.05,84.72,82.08,75.23,71.06,78.11,2,35,1,8,3,2,#NULL!,1985,5,15,5,4,14.000,12,20,22,8,0
0291,2 ,55.19,46.48,40.70,41.17,36.56,52.48,62.28,59.57,2,28,2,2,4,4,#NULL!,1992,6,5,4,8,25.000,8,16,13,6,0
0292,2 ,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2,29,3,3,3,5,1,1990,6,5,4,7,13.000,7,4,0,50,0
0293,2 ,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,34,1,2,3,5,1,1985,4,12,4,4,14.000,5,5,20,20,0
0294,2 ,70.38,72.37,81.56,69.92,79.06,72.49,77.77,81.09,1,10,3,10,3,5,1,1982,5,16,4,4,18.000,8,13,20,10,0
0295,2 ,73.39,77.80,77.81,77.77,71.67,75.03,77.77,77.76,2,32,1,8,3,3,1,1988,5,10,4,7,23.000,13,16,20,0,0
0296,2 ,83.56,83.24,81.56,88.88,88.87,80.52,82.35,81.09,2,37,2,12,3,5,1,1983,6,13,7,9,15.000,9,8,40,10,0
0297,2 ,77.81,71.14,74.05,77.77,71.45,72.49,71.04,74.44,2,28,1,7,4,2,#NULL!,1992,6,6,4,5,17.000,11,10,20,10,0
0298,2 ,78.35,85.91,88.77,85.61,79.54,85.81,90.97,88.87,2,36,1,10,3,5,1,1983,5,15,6,4,15.000,10,12,0,0,0
0299,2 ,52.02,52.86,59.33,62.97,58.79,60.84,59.95,62.98,2,24,1,5,2,3,#NULL!,1996,5,3,4,9,30.000,10,15,30,6,0
0300,2 ,73.21,61.29,62.94,74.50,79.76,75.03,80.12,77.34,2,27,1,5,4,5,1,1993,5,5,4,8,25.000,13,17,0,0,0
0301,2 ,72.41,71.11,66.69,74.50,72.91,69.74,66.67,73.66,2,37,2,3,3,5,1,1982,4,14,4,4,17.000,6,6,18,30,0
0302,2 ,88.92,85.91,85.17,88.88,79.54,83.60,77.77,88.87,1,30,1,8,1,1,#NULL!,1990,6,8,4,3,19.000,7,13,0,0,1
0303,2 ,56.30,47.89,51.82,64.29,53.23,57.76,57.65,51.44,1,15,2,8,5,6,1,1985,5,12,4,3,15.000,9,6,0,35,0
0304,2 ,70.56,64.81,70.44,70.34,60.40,75.23,57.85,74.44,2,10,2,3,3,5,1,1987,6,10,4,3,25.000,17,18,20,0,0
0305,2 ,71.11,77.80,66.69,74.50,77.76,77.77,77.77,74.44,2,33,1,7,3,5,1,1986,6,10,6,4,21.000,11,19,15,0,0
0306,2 ,81.91,71.47,44.45,79.56,63.16,55.88,86.60,51.79,1,11,1,4,3,5,1,1987,5,12,3,6,21.000,15,18,11,5,0
0307,2 ,84.32,76.64,85.17,84.72,80.78,85.81,82.35,81.09,2,32,1,8,3,5,1,1988,5,10,4,5,20.000,12,16,10,0,0
0308,2 ,78.55,79.07,74.05,81.45,77.76,77.77,77.97,88.87,2,38,1,7,4,5,2,1981,5,14,4,4,23.000,12,18,15,0,0
0309,2 ,73.15,72.09,70.44,73.61,80.61,69.41,77.77,78.54,2,39,1,8,5,6,1,1980,6,16,3,4,25.000,16,15,25,15,0
0310,2 ,83.93,84.65,81.56,88.88,82.61,86.14,84.31,81.44,2,12,1,12,4,5,2,1988,6,13,5,2,25.000,12,22,24,7,0
0311,2 ,78.92,80.33,85.31,86.09,90.27,77.77,91.21,77.76,1,8,1,2,4,4,#NULL!,1991,6,8,4,2,20.000,10,10,0,0,0
0312,2 ,66.94,70.86,66.69,70.82,63.41,69.41,64.39,67.01,2,35,1,5,4,5,2,1985,5,12,5,7,25.000,8,15,20,5,0
0313,2 ,64.85,66.69,70.44,66.66,66.65,66.66,71.24,66.66,1,13,1,6,2,3,#NULL!,1990,6,6,4,7,20.000,12,10,30,5,0
0314,2 ,77.81,75.78,77.81,70.82,74.69,74.70,75.49,73.66,2,30,3,3,5,6,1,1989,5,6,3,8,20.000,10,15,0,0,0
0315,2 ,77.81,77.80,66.69,73.61,74.52,69.21,71.06,74.44,2,31,2,5,5,6,1,1988,5,8,4,4,20.000,11,17,0,0,0
0316,2 ,85.04,79.07,81.56,77.77,80.84,77.77,82.35,81.87,2,29,2,4,5,6,1,1991,5,5,8,10,28.000,14,13,36,0,0
0317,2 ,93.53,98.01,92.67,88.88,93.89,91.63,88.88,96.65,2,30,2,10,3,5,1,1989,6,8,4,2,24.000,15,12,0,25,0
0318,2 ,65.89,75.37,70.30,77.77,81.00,77.77,71.24,77.76,1,7,2,5,2,3,#NULL!,1985,5,14,3,5,26.000,9,9,20,20,0
0319,2 ,77.81,82.63,81.56,81.45,77.76,77.77,77.77,81.87,1,10,2,5,3,5,1,1980,5,15,4,4,25.000,14,6,30,25,0
0320,2 ,99.04,99.03,99.03,99.98,99.98,99.99,99.99,96.30,2,9,1,6,5,6,1,1985,6,13,3,7,25.000,9,11,10,25,0
0321,2 ,83.52,82.26,81.56,77.77,80.84,80.52,84.31,81.09,1,8,3,6,3,5,1,1988,6,10,7,9,30.000,25,10,30,20,0
0322,2 ,86.70,85.63,88.92,81.93,85.85,85.81,86.60,74.86,2,8,2,6,3,2,#NULL!,1989,5,6,8,10,30.000,25,20,10,10,1
0323,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,6,2,10,3,2,#NULL!,1989,5,7,8,10,30.000,20,20,10,10,0
0324,2 ,62.82,69.08,62.94,66.66,64.88,66.66,66.67,59.23,2,18,1,10,3,5,1,1988,5,7,6,5,30.000,20,16,30,5,0
0325,2 ,82.80,84.65,85.17,84.72,83.85,83.60,82.16,85.54,2,14,2,8,2,3,#NULL!,1989,6,9,8,10,30.000,25,26,10,10,0
0326,2 ,72.67,77.80,77.81,77.77,77.76,77.77,77.77,77.76,1,10,4,8,5,6,1,1988,6,8,7,9,40.000,25,20,20,20,0
0327,2 ,61.72,71.92,51.82,62.97,49.23,55.88,68.82,77.42,1,4,3,6,3,2,#NULL!,1995,5,4,4,7,40.000,25,15,40,0,0
0328,2 ,71.11,65.79,70.44,67.55,69.73,69.41,77.77,77.76,2,6,2,3,4,3,#NULL!,1986,6,10,1,2,60.000,47,47,0,0,0
0329,2 ,60.80,63.00,59.33,66.66,66.65,69.41,71.04,62.98,1,25,2,21,5,5,2,1977,4,19,9,11,50.000,5,30,20,20,0
0330,2 ,85.37,84.10,85.17,81.93,85.79,86.14,82.16,85.54,1,13,2,9,2,3,#NULL!,1989,6,9,7,9,70.000,60,50,10,10,1
0331,2 ,85.78,85.91,66.54,88.88,80.94,80.85,77.77,77.34,2,32,1,1,1,1,#NULL!,1988,6,10,4,3,40.000,20,19,18,20,0
0332,2 ,74.67,68.68,70.44,74.50,71.51,69.41,71.06,70.76,2,25,1,6,2,3,#NULL!,1994,4,3,6,7,17.000,5,6,20,20,0
0333,2 ,68.53,60.90,59.33,62.50,60.34,55.56,64.37,58.88,1,2,2,2,2,3,#NULL!,2000,4,1,4,4,10.000,9,9,50,20,0
0334,2 ,79.33,76.06,77.81,77.77,77.76,77.77,77.77,77.76,2,30,2,4,1,1,#NULL!,1990,5,7,6,7,40.000,15,22,0,0,0
0335,2 ,64.99,68.47,63.08,70.34,71.20,69.41,66.68,70.33,2,30,2,15,5,6,2,1977,5,19,8,10,28.000,25,20,25,15,0
0336,2 ,78.92,83.20,81.56,88.88,82.55,88.88,86.60,85.54,1,29,2,7,3,5,1,1990,6,7,6,3,10.000,23,18,20,0,0
0337,2 ,76.70,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,30,2,3,1,1,#NULL!,1990,6,6,5,7,22.000,17,17,0,0,0
0338,2 ,92.05,83.24,99.03,81.93,89.09,83.06,90.97,88.87,2,10,1,4,6,2,2,1993,5,5,4,4,12.000,8,9,10,0,0
0339,2 ,69.08,74.80,70.44,76.87,71.67,72.28,68.78,71.11,2,40,3,18,5,2,1,1980,8,18,5,2,48.000,34,30,20,20,0
0340,2 ,73.36,78.21,85.17,77.77,69.73,75.03,73.35,74.44,2,33,2,8,4,5,2,1987,5,10,2,4,12.000,7,8,0,0,0
0341,2 ,80.58,84.28,85.17,77.77,69.67,77.24,90.97,81.09,1,5,2,3,5,6,1,1984,5,12,5,4,16.000,10,8,40,10,0
0342,2 ,84.26,86.89,85.17,88.88,84.02,85.81,86.59,85.54,2,35,2,12,4,5,2,1985,4,13,4,3,28.000,16,25,0,17,0
0343,2 ,81.36,83.24,85.17,81.45,77.82,83.06,82.35,81.87,2,17,2,12,3,5,1,1987,5,10,7,9,18.000,13,15,0,0,0
0344,2 ,83.93,85.63,85.17,84.72,82.78,86.14,82.35,85.54,1,16,1,10,3,1,1,1989,5,7,5,4,50.000,29,38,0,0,1
0345,2 ,82.41,84.46,88.92,88.88,74.69,83.60,82.16,81.09,2,8,1,10,3,5,1,1982,6,13,1,6,16.000,6,8,10,20,0
0346,2 ,74.13,68.14,74.05,66.66,63.58,69.74,73.38,62.55,2,30,1,10,3,5,1,1990,6,7,5,2,17.000,15,18,20,5,0
0347,2 ,72.82,70.96,70.44,69.92,66.43,71.95,73.34,74.09,2,37,3,12,4,5,2,1983,4,13,6,3,40.000,32,25,15,20,0
0348,2 ,64.06,70.38,66.69,66.66,77.70,74.70,64.58,74.44,2,45,2,20,4,5,2,1975,4,23,8,10,28.000,18,20,0,23,0
0349,2 ,72.22,76.54,77.81,70.82,77.93,77.77,68.95,77.76,2,36,1,6,3,5,1,1984,6,13,4,5,19.000,10,14,12,0,0
